saleprice,x0_20,x0_30,x0_40,x0_45,x0_50,x0_60,x0_70,x0_75,x0_80,x0_85,x0_90,x0_120,x0_160,x0_180,x0_190,x1_A (agr),x1_C (all),x1_FV,x1_I (all),x1_RH,x1_RL,x1_RM,x2_Bnk,x2_HLS,x2_Low,x2_Lvl,x3_Corner,x3_CulDSac,x3_FR2,x3_FR3,x3_Inside,x4_Blmngtn,x4_Blueste,x4_BrDale,x4_BrkSide,x4_ClearCr,x4_CollgCr,x4_Crawfor,x4_Edwards,x4_Gilbert,x4_Greens,x4_GrnHill,x4_IDOTRR,x4_Landmrk,x4_MeadowV,x4_Mitchel,x4_NAmes,x4_NPkVill,x4_NWAmes,x4_NoRidge,x4_NridgHt,x4_OldTown,x4_SWISU,x4_Sawyer,x4_SawyerW,x4_Somerst,x4_StoneBr,x4_Timber,x4_Veenker,x5_1Fam,x5_2fmCon,x5_Duplex,x5_Twnhs,x5_TwnhsE,x6_1.5Fin,x6_1.5Unf,x6_1Story,x6_2.5Fin,x6_2.5Unf,x6_2Story,x6_SFoyer,x6_SLvl,x7_Flat,x7_Gable,x7_Gambrel,x7_Hip,x7_Mansard,x7_Shed,x8_AsbShng,x8_AsphShn,x8_BrkComm,x8_BrkFace,x8_CBlock,x8_CemntBd,x8_HdBoard,x8_ImStucc,x8_MetalSd,x8_Plywood,x8_Stone,x8_Stucco,x8_VinylSd,x8_Wd Sdng,x8_WdShing,x9_AsbShng,x9_AsphShn,x9_Brk Cmn,x9_BrkFace,x9_CBlock,x9_CmentBd,x9_HdBoard,x9_ImStucc,x9_MetalSd,x9_Plywood,x9_Stone,x9_Stucco,x9_VinylSd,x9_Wd Sdng,x9_Wd Shng,x10_BrkCmn,x10_BrkFace,x10_None,x10_Stone,x11_BrkTil,x11_CBlock,x11_PConc,x11_Slab,x11_Stone,x11_Wood,x12_N,x12_Y,x13_2Types,x13_Attchd,x13_Basment,x13_BuiltIn,x13_CarPort,x13_Detchd,x13_NA,x14_COD,x14_CWD,x14_Con,x14_ConLD,x14_ConLI,x14_ConLw,x14_New,x14_Oth,x14_WD ,lot_shape,overall_qual,overall_cond,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_finish,garage_cars,paved_drive,exter_qual_cond,bsmt_qual_cond,bsmt_total_bath,total_bath,lot_frontage,lot_area,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,property_age,garage_age,age_remod_add,1st_flr_sf_total_bsmt_sf,bsmtfin_sf_1_total_bsmt_sf,gr_liv_area_2nd_flr_sf,gr_liv_area_1st_flr_sf
130500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0800217077619023,-0.06498653899265358,2.183897179327182,1.0061317766604299,-0.22522830300713687,-0.6174660351299196,0.10566186169230907,-0.5725703066528626,1.1313820612346752,-0.29750962805359066,0.8704345107321019,0.2807597294915811,-0.8204119913020025,-0.24980647494384126,0.7878934647253651,1.2401084145838643,0.18441214853684873,0.7329459070257063,-0.27694527259236207,-0.9174730643773599,-0.9661960654916191,0.33511171686361996,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,-0.8859996637293245,1.1661064641212924,-1.7824358170827637,0.505731251964827,1.1385189029934757,0.2110772496597815,-0.30201053511750503,-0.8363187204714222,-0.7603731729704513,-1.1456771858786814,0.9996170611116221,-0.02800508244022974,0.00587001300710216,-0.7178500120740325,-0.03125435952670241,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,-0.07223640928364918,0.10345030303735525,0.705099957263867,-0.8181039804877573,-0.23212544497207435,0.5129650870512674,-0.669027220870038
220000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0800217077619023,0.6349013842374361,-0.524466216550543,1.0061317766604299,-0.22522830300713687,0.6107136726558379,0.10566186169230907,-0.5725703066528626,1.1313820612346752,-0.29750962805359066,0.8704345107321019,0.2807597294915811,1.0791840903972592,-0.24980647494384126,0.7878934647253651,1.2401084145838643,1.4115775434751483,0.7329459070257063,1.02207882836379,0.655200659586764,0.6957965361298666,0.33511171686361996,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,1.0299599789720022,1.1661064641212924,-0.44856979537100855,0.21022044615094623,0.2086755833156682,0.4493351070588936,-0.30201053511750503,-0.6448193963534653,-0.3201260307543397,-0.6481254704751532,2.0704048086571363,1.2941701914258261,0.3967531842325712,-0.7178500120740325,0.4317627132806451,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,-0.7693927938833148,-0.7266876679045591,-0.490702819261334,-0.5094760754294244,0.0347423805083024,2.0378973926671633,0.09846394946028206
109000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7058323686080311,-0.7648744622227432,1.2811093807012737,-0.6848720409916479,2.4083340685834562,-0.6174660351299196,0.10566186169230907,-0.5725703066528626,1.1313820612346752,-0.29750962805359066,-1.2234689338945708,0.2807597294915811,1.0791840903972592,-0.24980647494384126,-1.028700340563963,-0.7443074941881649,0.18441214853684873,0.7329459070257063,-0.9264573230704382,-0.9174730643773599,-0.9661960654916191,-0.791331569595817,-1.012844689266442,0.3021694681740778,-0.1787326037596668,-0.228395172843989,1.0299599789720022,-1.1780396043599466,0.32693370562419793,-0.3107541596542659,-0.5731035134835074,0.6646835550927066,-0.30201053511750503,-0.53083170342611,0.01708454626225637,-0.26702202888947196,-0.7748312062495162,-0.8957468640443909,-1.059751965690903,-0.7178500120740325,0.09221685988859024,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,0.6913158214683656,0.971321818112993,1.7727810077327963,-0.22516605767636574,0.2960446479238227,-0.6595613824222436,-0.6291281236507957
174000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7058323686080311,-0.7648744622227432,-0.524466216550543,-0.6848720409916479,-0.22522830300713687,0.6107136726558379,0.10566186169230907,-0.5725703066528626,-1.227945880473813,-0.29750962805359066,-0.1765172115812345,0.2807597294915811,-0.8204119913020025,-0.24980647494384126,0.7878934647253651,1.2401084145838643,0.18441214853684873,-0.7781780851670912,0.372566777885714,-0.9174730643773599,-0.9661960654916191,1.461555003323057,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,-0.8859996637293245,1.1661064641212924,0.4820344058232392,-0.03640338684928024,-0.5731035134835074,-1.0099942695106683,-0.30201053511750503,-0.39860597963037775,-1.5589065532666961,-1.0953927040027929,0.8725345592051215,-0.0999741875495796,-0.3431328184442095,0.05900182591124593,-0.7103460663108121,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,-1.068174101568886,-1.0662895651080695,-0.490702819261334,-1.058565832749015,-0.7605457828620423,0.40323084343814397,-0.6671987857882382
138500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0800217077619023,-0.06498653899265358,2.183897179327182,-0.6848720409916479,-0.22522830300713687,-1.845645742915677,2.241075041819592,-0.5725703066528626,-1.227945880473813,-0.29750962805359066,-1.2234689338945708,0.2807597294915811,-0.8204119913020025,-0.24980647494384126,0.7878934647253651,-0.7443074941881649,0.18441214853684873,-0.7781780851670912,-0.27694527259236207,-0.9174730643773599,-0.9661960654916191,-0.791331569595817,0.28858918540323253,-3.532337658965189,-0.1787326037596668,-1.5636912369354534,-0.8859996637293245,0.3847244412942127,0.7612156661815136,0.6105098981743907,-0.5731035134835074,-1.0099942695106683,-0.30201053511750503,0.26708214706537736,-0.8751184387608207,-0.8651427080447772,0.6701439080206946,-0.09791792740359817,0.04775035278125956,-0.7178500120740325,0.20025417687697133,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,2.450805744505617,0.8203876415780995,3.438363446464326,-0.7818927380616584,-0.7605457828620423,0.2733048092577244,-0.5550095223193864
190000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0800217077619023,-0.06498653899265358,0.37832158207536537,1.0061317766604299,-0.22522830300713687,-0.6174660351299196,0.10566186169230907,-0.5725703066528626,0.6595164728929775,1.7531146293094741,0.8704345107321019,0.2807597294915811,-0.8204119913020025,-0.24980647494384126,0.7878934647253651,1.2401084145838643,-1.0427532464014508,0.7329459070257063,-0.27694527259236207,0.655200659586764,1.2497940700036951,1.461555003323057,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,-0.8859996637293245,1.1661064641212924,2.467323368370968,0.9398767568025039,-0.5731035134835074,-0.44413185818777695,4.005185926135973,-0.004208562101728333,1.0942850006208271,1.93226241526123,-0.7748312062495162,0.8130053172661729,0.48516723486690355,-0.7178500120740325,-0.7103460663108121,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,0.2597428214780964,0.48078574437458904,1.0040506513951672,1.5255604707425472,-0.24816026901839064,-0.6595613824222436,1.5420121158023385
140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7058323686080311,-0.06498653899265358,-0.524466216550543,-0.6848720409916479,-0.22522830300713687,0.6107136726558379,0.10566186169230907,2.2225517370570858,1.1313820612346752,-0.29750962805359066,-0.1765172115812345,0.2807597294915811,1.0791840903972592,-0.24980647494384126,0.7878934647253651,-0.7443074941881649,-1.0427532464014508,-0.7781780851670912,-0.9264573230704382,-0.9174730643773599,-0.9661960654916191,1.461555003323057,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,1.0299599789720022,0.3847244412942127,-0.6967309156894747,-0.9305242299216989,-0.08745286244159527,0.24315042277120044,-0.30201053511750503,-1.2740314613124668,-1.1772029140048548,-0.22732375372429683,-0.7748312062495162,-0.8649029618546694,0.23853856730797662,-0.7178500120740325,-0.03125435952670241,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,-1.1677678707974095,-1.1417566533755164,-0.490702819261334,-0.75721004235797,-0.3513897477201146,-0.6595613824222436,-0.6007966950543512
142000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0800217077619023,-0.7648744622227432,-0.524466216550543,-0.6848720409916479,-0.22522830300713687,-0.6174660351299196,0.10566186169230907,-0.5725703066528626,-0.28421470379041774,-0.29750962805359066,-2.2704206562079072,0.2807597294915811,1.0791840903972592,-0.24980647494384126,-1.028700340563963,-0.7443074941881649,0.18441214853684873,-0.7781780851670912,-0.27694527259236207,-0.9174730643773599,-0.9661960654916191,0.33511171686361996,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,1.0299599789720022,-1.1780396043599466,-1.7824358170827637,0.30770252925399433,0.4929588912426412,1.2809466670192562,-0.30201053511750503,-0.8454377359056107,0.32385250174263197,0.07967624088639079,-0.7748312062495162,-0.6263767849208243,0.26645879382408155,-0.7178500120740325,-0.7103460663108121,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,0.4921282830113183,0.7449205533106528,-0.5334100612800912,0.06958209048736023,0.8639954901230956,-0.6595613824222436,-0.3682190429220853
112500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7058323686080311,-0.7648744622227432,-0.524466216550543,-0.6848720409916479,-0.22522830300713687,-0.6174660351299196,0.10566186169230907,-0.5725703066528626,-0.28421470379041774,-0.29750962805359066,-1.2234689338945708,0.2807597294915811,-0.8204119913020025,-0.24980647494384126,-1.028700340563963,-0.7443074941881649,-1.0427532464014508,-0.7781780851670912,-0.27694527259236207,-0.9174730643773599,-0.9661960654916191,-0.791331569595817,-1.012844689266442,0.3021694681740778,-0.1787326037596668,-0.228395172843989,-0.8859996637293245,-1.1780396043599466,-1.7824358170827637,0.8364114919521131,-0.5731035134835074,-0.34103951604393035,-0.30201053511750503,0.16677297728930465,-0.2943668894544609,-0.6190134020206914,-0.7748312062495162,-1.1692294634599203,-0.25006539672385975,-0.7178500120740325,4.290238320008541,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,0.6249199753160165,0.8958547298455463,-0.5334100612800912,-0.48922419821306773,-0.3915944093085288,-0.6595613824222436,-0.8628706157939317
135000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0800217077619023,-0.7648744622227432,-0.524466216550543,-0.6848720409916479,-0.22522830300713687,0.6107136726558379,0.10566186169230907,1.2908443891537698,-0.28421470379041774,-0.29750962805359066,-1.2234689338945708,0.2807597294915811,-0.8204119913020025,3.8395255198868403,-1.028700340563963,3.224524323355894,2.638742938413448,-2.289302077359889,1.6715908788418663,2.2278743835508874,0.6957965361298666,-0.791331569595817,0.28858918540323253,0.3021694681740778,-0.1787326037596668,-0.228395172843989,0.0719801576213388,0.3847244412942127,0.3889739857038144,0.22685661003380175,0.5640297182243844,0.4791173392337827,-0.30201053511750503,-0.38492745647909515,-0.022725035746647335,-0.3120134074100038,1.6726836452830882,1.2078072652946064,0.14081777450160934,1.8846036451766501,-0.7103460663108121,-0.377067907747559,-0.10554199315266895,-0.28576566661300395,0.06055528302104905,0.2543844795722488,-0.5334100612800912,-0.2608942296408285,0.16385649031805302,1.6149065073494129,0.2987969138278267
